adres_id,ulica,nr_domu,nr_mieszkania,miejscowosc,kraj
60421,Cecelia,5,38,Fort Jesup,Czech Republic
60422,Cavalier Landing,2,43,Dalbo,Israel
60423,Tanyard Cove,9,45,Hayford,Slovenia
60424,New Waverley,1,25,Herman,Russian Federation
60425,Meado,9,40,Boaz,Croatia
60426,Springsong,1,24,Plant City,Vietnam
60427,Wildey,5,22,Graceville,Taiwan
60428,Colpitts,3,50,Bartow,Ukraine
60429,Dock Head,4,40,Lizella,Antigua
60430,Kiva,2,38,Taiban,Lithuania
60431,Chapek,1,42,Jones Mills,Japan
60432,Saint Jude,3,46,Fulda,Bahamas
60433,Brook Tree,1,13,Calpine,South Sudan
60434,Millet,8,41,Ledford,Czech Republic
60435,Siedler,10,13,North Newton,Senegal
60436,Karner,7,22,Craigmont,Cape Verde
60437,E Oak Glenn,3,26,Lake Montezuma,St Lucia
60438,Northeast Douglas,10,24,Oak Grove,United States
60439,Trajan,10,39,Corrales,Haiti
60440,Treyburn,10,35,Hahntown,Sweden
60441,Woldhuis,3,24,Zellwood,Swaziland
60442,Mccalmont,9,41,North Hickory,Switzerland
60443,Indian Trail,2,11,Magnet,Suriname
60444,North Plum Grove,10,20,Boley,Turkmenistan
60445,Leann,2,22,Carrollwood Village,Mexico
60446,Las Trampas,3,14,Mannington,Iceland
60447,Bowers,4,40,San Isidro,Morocco
60448,Equine,3,49,Meadowlakes,Libya
60449,Goldcrest,5,13,North Webster,Sri Lanka
60450,Lochy,6,17,Castleford,Armenia
60451,Stirrup Iron,3,27,Ojo Feliz,Slovakia
60452,Leta,9,6,Boles Acres,Slovakia
60453,Spinosa,3,2,Yocemento,Trinidad & Tobago
60454,Track,5,13,Sparksville,Algeria
60455,Open View,5,25,Koggiung,Saint Vincent & the Grenadines
60456,South Capitol,7,50,Kinter,St Kitts & Nevis
60457,Upper Church,7,43,Perma,Serbia
60458,Newham Way  Colman,8,39,Shawhan,Algeria
60459,Menin,10,7,Pellston,Turkey
60460,Viewhill,1,29,Bellmore,Niger
60461,Smc,1,14,Ulster,Paraguay
60462,Chevington,4,5,Northrop,Iraq
60463,Sand Dunes Forest,5,40,Slocum,Ghana
60464,Charmeran,8,29,Bigbee Valley,Liberia
60465,Cheval,2,32,Port Angeles,Grenada
60466,Bankley,10,12,Jonah,Congo {Democratic Rep}
60467,Eastwick Park,4,29,Liberty Plain,Kosovo
60468,Old Las Palmas,9,41,Cluster Springs,Austria
60469,Popes Hill,8,33,Myra,Turkey
60470,Ulm,3,8,Davey,Zimbabwe
60471,Skipsey,7,38,Bogart,Bulgaria
60472,W Bridge,2,32,New Rome,Georgia
60473,Whoolden,7,40,Clementson,Dominican Republic
60474,Hidden Glen,8,48,Furnace Branch,Turkmenistan
60475,Hudswell,7,31,Moyock,Georgia
60476,Dankhoff,4,12,Grosse Pointe Woods,Colombia
60477,Fredson,5,23,Blue Eye,Seychelles
60478,Wood Court,10,39,Coffman Cove,Lebanon
60479,Goodlet,9,41,Sawmill,St Lucia
60480,Kudilla,4,40,Media,Burkina
60481,Hawk Hollow,9,4,Welcome,Japan
60482,Arboleda,6,1,Guadalupe,Thailand
60483,Pryton,8,14,Brasher Falls,Tajikistan
60484,Becola,6,6,Boyd,Luxembourg
60485,Northeast Douglas,3,16,Boca Raton,Guyana
60486,Auriol,10,4,Wellton,Bangladesh
60487,Lowry,2,46,Granton,Mauritius
60488,St.Olaves,2,20,East Wenatchee Bench,Norway
60489,Bunnell,6,36,Lanesboro,India
60490,Trinity Park,6,38,Freeburg,Botswana
60491,Field View,6,32,Osage City,Gambia
60492,Spekes,8,29,Eastgate,Ethiopia
60493,S Ronald,4,48,Stippville,Mali
60494,North Mathilda,9,44,Dansville,Iraq
60495,Wendt,4,49,Pineland,Congo
60496,Mottisfont,5,23,Powhatan Point,Bangladesh
60497,Pawlet,5,24,Hadar,Bangladesh
60498,Summer Blossom,4,17,Lehr,Oman
60499,Cheviots,7,47,Mays,Uruguay
60500,S Cypress,3,6,Patmos,Brazil
60501,Gedney Park,7,10,Honeoye Falls,Lithuania
60502,Glenrock,6,10,Waccabuc,Macedonia
60503,Pigbush,8,39,Eldridge Park,Bolivia
60504,Bougainvillea,4,32,Fort Covington,Vietnam
60505,Mosholu,8,27,Plum Springs,United Kingdom
60506,Boncheff,3,4,New Alexandria,Switzerland
60507,Fitch,4,1,Hunting Valley,Pakistan
60508,Lucinda,1,43,Verdigre,Venezuela
60509,Beechfern,8,34,Turbeville,Syria
60510,Redhawk,2,5,Dos Palos,Poland
60511,Dundalk,6,17,Port Saint Lucie,Burundi
60512,Lakehall,8,30,Presho,Portugal
60513,Regan Hall,9,33,Letohatchee,Barbados
60514,Southwell,2,32,Sherrodsville,United Kingdom
60515,Royal Georgian,4,50,Mount Joy,Bosnia Herzegovina
60516,Siek,7,46,Millersville,Jordan
60517,Black Bull,4,37,Krugerville,Venezuela
60518,Meadow Gate,3,3,Downingtown,Sierra Leone
60519,Cristo,9,15,Dewar,Romania
60520,French Ford,2,46,Estherville,Trinidad & Tobago
60521,Moorsom,6,5,Paulton,Kiribati
60522,Foundry MIll,3,45,Jarratt,Nicaragua
60523,French Camp,10,33,Greentop,Tajikistan
60524,Limeditch,3,45,Odon,Singapore
60525,Lourae,3,23,Ariel,India
60526,Carol Raye,7,20,Waitsburg,Guyana
60527,E Home,6,18,Sun Garden,Burundi
60528,Pennycress,6,45,Teton,Bahrain
60529,Hopelea,5,24,Sauk City,Angola
60530,Wildcat Canyon,2,49,Zephyr,Honduras
60531,Middlefield,2,48,Herrings,Costa Rica
60532,Werndee,7,10,Lake Shore,Vietnam
60533,Gilmar,9,45,Olivet,Sierra Leone
60534,Poland,1,4,Boyes Hot Springs,Monaco
60535,Lambiance,8,4,Keyes Summit,Montenegro
60536,Locust Point,4,19,Falkner,Angola
60537,Oakmede,1,28,South New Castle,Cameroon
60538,Minoca,6,34,New Miami,Sierra Leone
60539,Hugus,7,30,Caban,India
60540,New Royd,2,15,Harlingen,Saudi Arabia
60541,Najm,6,30,Alburtis,Chile
60542,Landor,4,13,Concho,Switzerland
60543,Stanley Dollar,3,26,Delight,Denmark
60544,Old Foundry,10,22,Register,Togo
60545,West Ranch,4,33,Carsonville,Finland
60546,Grose Farm,6,23,Seven Fields,Oman
60547,Nurmi,4,39,Blue River,Qatar
60548,Oldberry,10,10,Lunds,Iraq
60549,Dawn Heather,2,29,Markleeville,Zimbabwe
60550,Ogden,5,27,Fox Lake Hills,Nepal
60551,Whedbee,6,48,Green Park,Estonia
60552,Sornoway,2,39,Caernarvon,Philippines
60553,N Lenox,2,40,Cold Springs,Malawi
60554,Cross Bank,5,36,Halltown,Brunei
60555,Windyhill,6,9,Sewaren,Germany
60556,N Kercheval,9,35,Barada,Tunisia
60557,W Crestview,7,36,Brand,Indonesia
60558,Athelney,4,20,Edmonds,Hungary
60559,Rocliffe,9,15,Ohoopee,Switzerland
60560,Kitwood,2,40,Cove Fort,Kazakhstan
60561,E Ida,5,32,Goldsmith,Brunei
60562,Lovewell,4,20,East Bangor,New Zealand
60563,Kilzer,3,25,Nesmith,Australia
60564,Farjeon,7,46,Yellville,Iceland
60565,Gledhall,2,34,Wheatfield,Turkey
60566,N Aqueduct,3,41,Silo,Maldives
60567,Redhawk,10,27,Wilton Manors,Morocco
60568,Yorkton Ridge,2,8,South Perry,Korea North
60569,Woodhull,2,30,Carbonado,Lithuania
60570,W Zoller,6,38,Alley,Laos
60571,Keithson,10,14,Bright,Somalia
60572,Bobann,2,43,Croom,Spain
60573,Lincolnway,9,49,Pooler,Mauritius
60574,Westerham,5,24,Sedge Garden,Indonesia
60575,Soda Pop,10,26,McMurray,Sudan
60576,Mountford,1,12,Big Timber,Thailand
60577,Tonkaha,9,7,Colver,Niger
60578,Sutter Slough Bridge,3,16,Escobas,Croatia
60579,Oldridge,1,7,Quogue,Benin
60580,Ladbury,5,12,Rich Bar,Bangladesh
60581,W Knollwood,10,42,Orleans,Ukraine
60582,Loganview,2,2,Brusly,Indonesia
60583,Comistas,6,3,Winsted,Albania
60584,Red Apple,6,48,Thibodaux,Slovakia
60585,Fernthorpe,2,28,Naubinway,Macedonia
60586,Shadylawn,7,37,Ligurta,Kuwait
60587,Green Brier,9,18,Hidden Meadows,Grenada
60588,Klare,10,21,Radcliff,Italy
60589,Lowland,1,29,Cline,Denmark
60590,Huskisson,7,18,Narberth,Germany
60591,Hugh,7,14,Bunavista,Vatican City
60592,Jf Mahoney,1,32,Henderson,Lebanon
60593,Briden,2,9,Cresco,Tajikistan
60594,Harmston,2,35,South Naknek,Australia
60595,Mechanics,7,20,Chapin,Nicaragua
60596,Micklefield,8,35,South Waverly,Singapore
60597,Founders Hill,6,5,Ridgeley,Korea South
60598,N Hemlock,1,13,San Luis Obispo,Kenya
60599,N Upshur,3,47,Hallville,Madagascar
60600,Back Clarendon,2,44,Lorentz,Uzbekistan
60601,Penryn,5,44,Ponderay,Nicaragua
60602,Germane,9,31,Singleton,Guinea
60603,Golden Triangle,10,28,Fence,Lebanon
60604,Merrit,7,47,Drakesville,Gabon
60605,Ladues End,1,4,Worthington Springs,Ireland {Republic}
60606,Lake Christopher,10,5,Ben Hur,Bolivia
60607,Causeway End,5,2,Bronte,Fiji
60608,Eigth,2,10,Manasota Key,Niger
60609,Hardman,8,15,Saint Stephen,Burkina
60610,Friedlund,8,14,Rehoboth,Colombia
60611,Flock,3,15,Strawberry Point,Panama
60612,Wallens,10,25,Holualoa,Maldives
60613,St. George,1,35,Linwood,Zambia
60614,Dickey,7,28,Selbyville,Equatorial Guinea
60615,Canonbury,3,24,Landusky,Kosovo
60616,Kegle,1,48,LaPorte,Zimbabwe
60617,N Fenview,8,12,Manti,Azerbaijan
60618,Azalea Sands,10,37,Lebeau,Yemen
60619,Wayneswood,1,15,Bee Spring,Afghanistan
60620,West Carboy,2,49,Bedminster,Trinidad & Tobago
60621,S Kuersten,2,25,Roulette,United States
60622,Karangi,10,32,Thompson Springs,Kenya
60623,Ploch,8,40,Hammocks,Mali
60624,Mendip,9,17,Duck Hill,Burkina
60625,Tallgrass,4,6,Micaville,Laos
60626,La Monte,9,1,Orick,Luxembourg
60627,Paddle Wheel,3,7,Panorama Park,Samoa
60628,Hedberg,9,17,Tuthill,Serbia
60629,N Leisure World,2,9,Glade Park,France
60630,Bella,3,35,Coleraine,Egypt
60631,Hayles,9,21,Palm Desert,Solomon Islands
60632,Cotsford,8,8,Telegraph,Algeria
60633,Innsbrook,3,37,Painter,Pakistan
60634,Husted,9,47,Lafayette,Canada
60635,Willowcreek,1,37,Cinebar,Turkmenistan
60636,Westhead,10,25,Tomnolen,Japan
60637,MacLaurin,6,39,Lynne,Bahamas
60638,Damigos,7,35,Stockland,Zambia
60639,Carry,6,48,Takotna,Liechtenstein
60640,Hearne,6,29,New Glarus,Taiwan
60641,Halliday,6,48,Dulac,Slovakia
60642,North San Carlos,7,46,Lakeside,Bulgaria
60643,N Rammer,10,47,Bellerose,Tajikistan
60644,West Upsala,5,37,Hecla,Serbia
60645,Shorer,9,35,Stoy,Laos
60646,Clarenden,3,16,Summit Hill,Tajikistan
60647,Birchtree,4,29,Pescadero,Malaysia
60648,Old County,7,47,Loose Creek,Libya
60649,Galty,10,21,Wabash,Ivory Coast
60650,Piping Rock,10,11,Bryce Canyon,Tuvalu
60651,Hayes Manor,5,14,Freer,Suriname
60652,Bradwahl,9,20,Rockingham,Kazakhstan
60653,Cuny,4,18,Sea Girt,Grenada
60654,Linnet Hill,4,21,Gorham,Thailand
60655,Hawkins Hall,2,29,Little America,Brazil
60656,Loniewski,7,11,Kiron,Sierra Leone
60657,Clay Spring,3,5,Channel Islands Beach,Equatorial Guinea
60658,West Cherry,2,20,Republic,Haiti
60659,Crow Point,5,41,Mission Viejo,Guatemala
60660,North Commonwealth,2,3,Lilymoor,Luxembourg
60661,Orchard View,6,4,Ladson,Thailand
60662,Towlerton,2,21,Orleans,Suriname
60663,W Denton,7,19,Hopewell,United Kingdom
60664,Congdon,3,36,New Tulsa,Andorra
60665,Grantully,4,13,Gilman,Pakistan
60666,W Schroeder,7,36,Clinton,Cape Verde
60667,Carrelton,4,43,Lozeau,Turkey
60668,Mundesley,7,45,Mackenzie,New Zealand
60669,Smallbrook,1,14,McCurtain,Kuwait
60670,North Bowditch,2,47,Lourdes,Uzbekistan
60671,N Jessie,3,15,Jayuya,Trinidad & Tobago
60672,Bemis,3,15,La Crosse,Haiti
60673,Uffington,5,20,Tullahoma,Spain
60674,Scriba,4,2,Mont Ida,Nauru
60675,Perez,2,32,Amelia Court House,Seychelles
60676,Juli Lynn,5,25,Franquez,India
60677,Bickerstaff,6,44,Laguna Niguel,France
60678,Dancers,3,26,Shanghai,United Arab Emirates
60679,Nurran,8,43,Eastlake Weir,Lebanon
60680,Pennyhill,4,26,Levelland,St Kitts & Nevis
60681,Kurdyla,5,45,Keystone Heights,Peru
60682,Abalone,8,34,South Vacherie,Andorra
60683,Back Torr,2,36,Neylandville,Kuwait
60684,Lawns,4,24,Cougar,Gabon
60685,Meager,3,18,Nassau,East Timor
60686,Kenver,8,43,Carefree,Libya
60687,W Go Wanda,9,9,Las Nutrias,Vatican City
60688,Northeast Ewing,2,2,Munford,Saudi Arabia
60689,Lake Virginia,1,37,Jim Thorpe,Syria
60690,Lacrosse,7,14,Kinter,Nigeria
60691,Hardwood,3,15,Whitelaw,Dominican Republic
60692,Flaxen,2,26,Yankton,Lesotho
60693,Pellegrini,6,42,Cullom,Greece
60694,S Pebble Creek,2,44,Gambrills,Armenia
60695,John Kent,2,15,Coggon,Malaysia
60696,Tondan,1,7,Pueblito del Rio,Ecuador
60697,Maple Tree,10,27,Boma,Yemen
60698,Upper Greenwoods,10,38,Emerson,Nepal
60699,W Sandstone,5,29,Brookneal,Sri Lanka
60700,Matilda,7,30,New Amsterdam,Angola
60701,Wamasquid,6,45,La Luisa,Lithuania
60702,Bamm Hollow,5,26,Vadnais Heights,Burundi
60703,Las Vegas,10,36,Trussville,Papua New Guinea
60704,Gaillard,4,6,Hoover,Sierra Leone
60705,Crosts,5,40,Spiritwood,Slovenia
60706,S Lewood,2,10,Strafford,Palau
60707,Laurin,7,5,Almont,Haiti
60708,Levenage,6,49,Golovin,Laos
60709,Faxfield,2,48,Wolcott,Canada
60710,Wakelee,8,39,Langley,Thailand
60711,Cottonmill,4,29,Halfmoon Landing,Iran
60712,Indian Valley,7,45,Bramwell,Latvia
60713,Commonside,5,12,Purdum,Turkey
60714,Pescadero,3,28,Cambria Center,Armenia
60715,Rycon,6,48,Punta Santiago,Iceland
60716,Chemung,4,35,Mount Angel,St Kitts & Nevis
60717,Cuba,5,21,Gilluly,Tonga
60718,West Benjamin Holt,4,13,Keddie,Bulgaria
60719,Cressida,7,37,Udell,Dominican Republic
60720,I U Willets,2,2,Lucerne Valley,Bangladesh
60721,Hervey,8,41,Teays Valley,Nepal
60722,Old Parker,4,15,Fairgrove,Tonga
60723,Haxby,2,17,Upper Marlboro,Chad
60724,Truxton Park,8,6,Haycock,Sierra Leone
60725,Florio,10,39,Mescalero,Monaco
60726,South Coombs,9,37,Marlboro,Philippines
60727,Contempo,1,27,Wharton,Comoros
60728,Maugus,2,15,Oxbow,Malawi
60729,Abbotts Park,9,47,Roff,Nauru
60730,Bogny,9,40,Sentinel,Armenia
60731,Elna,1,30,Kustatan,Estonia
60732,Turners Lake,1,27,Marks,Philippines
60733,Matsuda,7,40,Hickory Flat,Marshall Islands
60734,Furze Hill,2,8,Gause,Burundi
60735,W Jefferson,4,43,Amidon,San Marino
60736,Harbor Place,4,39,Lariat,Morocco
60737,New Plaistow,3,39,Saint Florian,Belarus
60738,Shaw Cross Chidswell,8,42,Garey,Andorra
60739,Buell,10,16,Kennydale,Croatia
60740,Stanbourne,3,25,Inglefield,Vietnam
60741,Waltermire,5,15,Dumbarton,Myanmar
60742,Palmera,9,7,Stark,Sudan
60743,Indian Mill,2,31,Tropic,Ireland {Republic}
60744,Store Hill,9,28,New Rochelle,Brunei
60745,N Hope,7,34,Lead Hill,Albania
60746,Evry,1,34,Roads,Qatar
60747,Pheby,7,18,Lobelville,Andorra
60748,Myrtle Beach,10,25,Drifton,Austria
60749,E McConnell,8,29,Manly,Romania
60750,Tokers Green,1,35,Burkittsville,Sudan
60751,Jalaber,9,2,Ibapah,Philippines
60752,Rasbottom,6,27,Natchitoches,Austria
60753,Rainforth,5,11,Dumas,Saudi Arabia
60754,McNeill,2,48,Beardsley,Libya
60755,Vistamont,8,6,Longwoods,Kiribati
60756,West Los Felis,10,21,Blossburg,Bosnia Herzegovina
60757,Barnegat,1,12,Osawatomie,Guyana
60758,Epple,1,22,Mill Creek,Kiribati
60759,County House,8,44,Escondida,Samoa
60760,New Kiln,7,15,Steens,Algeria
60761,Hectic Hill,1,43,Birchwood,Hungary
60762,The Green  Money,1,34,Avondale,Somalia
60763,Leek,6,41,Southern Shops,Liberia
60764,Linford,9,43,Peterson,Pakistan
60765,Virgilia,8,13,Las Marias,Egypt
60766,Merrithew,10,48,Mandan,Kosovo
60767,Cricklade,2,1,Gauley Bridge,Costa Rica
60768,East Orchard,5,22,Dabney,Georgia
60769,Tono,7,50,Caps,Cape Verde
60770,Northern Spruce,8,41,Sadsburyville,Brazil
60771,Mount Normandale,7,8,Mount Penn,Namibia
60772,Blamey,2,41,Urbanna,Yemen
60773,Langshott,4,42,Lake Shore,Bahrain
60774,Branham,10,12,Indian Springs,Tuvalu
60775,Islander,3,37,Cross Keys,Suriname
60776,Sverge,3,22,Swatara,Lesotho
60777,Wendt,9,36,Napoleon,Peru
60778,Luhn,9,48,San Antonio,Afghanistan
60779,Birdsfoot,5,50,Mesa,Vietnam
60780,Clayboard,5,16,Co-Operative,Qatar
60781,Elsie Mae,3,42,Rubidoux,Suriname
60782,Horseshoe Bend,3,28,Willingboro,Nauru
60783,Myrtledene,4,28,Millbury,Colombia
60784,Ebe,5,21,East Middlebury,Germany
60785,Grandwind,2,3,West Palm Beach,Colombia
60786,Brookgreen,1,4,Biggsville,Nauru
60787,Hollicombe,2,15,Shively,Korea South
60788,Orono Oaks,4,20,Westerville,Latvia
60789,Homeland,10,15,Port Byron,Togo
60790,Hemlock Pool,10,32,Calexico,Russian Federation
60791,Caprera,10,35,Estancia,Austria
60792,Craftown,1,25,Dixmont,Singapore
60793,Stanneylands,7,43,Eagle Bend,Nauru
60794,Flowerden,9,18,West Haven,United States
60795,Etre,8,18,Gordonville,China
60796,Saint David,10,28,Bogue,Moldova
60797,Posadera,10,47,Deepwater,Botswana
60798,Snug Hill,3,9,North Crossett,United Arab Emirates
60799,Coldspring,10,28,Andrade,Chile
60800,Carthew,5,49,North Creek,Australia
60801,Watts Branch,10,19,Vineyard Haven,Libya
60802,Brennen,4,30,Rudeville,Korea South
60803,Wineham,1,19,Willow Street,Switzerland
60804,Dorina,9,23,Jane Lew,Monaco
60805,Little Alfred,2,34,Vincentown,Belgium
60806,Hither Farm,2,28,Galbraith,Vietnam
60807,Embers,9,21,Mandan,South Africa
60808,Double Eagle,10,6,Mekinock,Kuwait
60809,Old Rockport,10,21,Belleview,Vietnam
60810,Houndmills,5,50,Hinchcliff,Denmark
60811,Merryboys,7,3,Pe Ell,Central African Rep
60812,Claria,1,10,Tonto Basin,Angola
60813,Spen Vale,7,7,Wiggins,Ethiopia
60814,Monomeeth,7,45,Mission Hills,Congo
60815,Old English,6,45,Shippensburg,Macedonia
60816,Hay Green,4,15,Americus,Iraq
60817,Dyckman,7,45,Portsmouth,Seychelles
60818,Mellgren,3,22,Bentonia,Namibia
60819,Quamba,8,40,Whitewright,Qatar
60820,Kizer,4,6,Four Oaks,Syria
60821,Astrahan,1,36,French Gulch,Malawi
60822,Tennis Club,10,46,Mountain City,Afghanistan
60823,Bixby,8,38,Newtonsville,Afghanistan
60824,Kinship,2,43,Glenloch,Senegal
60825,Jim Fear,6,5,Nantucket,Sierra Leone
60826,Benhill,6,33,Hilshire Village,Yemen
60827,Coldbridge,7,18,Love Valley,Tonga
60828,Arikara,2,50,Poplar Bluff,Mali
60829,Wohseepee,4,38,North Wantagh,Senegal
60830,Morro Vista,5,38,Southport,Mali
60831,Vasques,1,36,Wellington,St Lucia
60832,Thatford,9,2,Holcombe,Andorra
60833,Roakes,8,45,Kenyon,Taiwan
60834,S Bay,7,7,Peyton,Sri Lanka
60835,Woodplace,2,41,Bradshaw,Senegal
60836,Silchester,8,46,Sellersville,Israel
60837,Justinian,6,50,Beaver Valley,Uruguay
60838,Leigh,9,11,Glenwillard,Zimbabwe
60839,Mink Meadows,7,13,Jamaica Beach,Mozambique
60840,W Park Cir,6,17,Watters,Yemen
60841,Lanrick,3,19,North Glen Ellyn,Armenia
60842,S Vernon,5,7,Tee Harbor,Vatican City
60843,La Plata,8,27,Hutchins,Russian Federation
60844,Banyard,5,20,Angwin,Congo {Democratic Rep}
60845,Woolley Bridge,3,8,Woodchopper,Israel
60846,East Tenter,6,49,Wind Point,Sudan
60847,N Warren,5,20,Holly Pond,Uzbekistan
60848,Needless Inn,3,18,Mooresboro,Sri Lanka
60849,Gwernon,3,25,What Cheer,South Sudan
60850,Tuemmler,7,11,Humeston,Pakistan
60851,Heinel,4,42,Blackman,Namibia
60852,E Brightway,5,7,Copiague,France
60853,Papoose Lake,10,43,Roscommon,Solomon Islands
60854,Amberton,7,11,Lolo,Philippines
60855,Bellingham,7,24,Strauss,Kuwait
60856,Toupi,5,30,Rexburg,Mongolia
60857,Winborne,4,32,Greer,Australia
60858,Middle Memory,8,21,North Eastham,Turkmenistan
60859,Cadman,6,15,Aniak,Burundi
60860,Nydeggar,1,30,Wolcott,Micronesia
60861,Lavern,6,49,Foxfield,Uganda
60862,Fallman,3,28,Rickardsville,Vatican City
60863,N Thompson,9,33,Key,Samoa
60864,W Center,10,1,Morehead,Jordan
60865,Getyunga,3,12,Formosa,South Sudan
60866,Sea Isle,4,23,Earlimart,Poland
60867,Downes,3,41,Seldovia,Liberia
60868,Northeast Byron,10,5,Katemcy,Marshall Islands
60869,Wingates,5,39,Gaines,Japan
60870,Bulls Mill,7,6,Labouchere Bay,Pakistan
60871,Havenner,2,40,Valdese,Mauritania
60872,Hethrow,5,15,Penrose,Georgia
60873,Leywell,5,33,Calcasieu,Singapore
60874,E Michigan,2,26,Nunn,Mali
60875,Island Farm,2,8,Monterey,Namibia
60876,E Lawson,3,29,Hanley Falls,Central African Rep
60877,Lyndeboro,9,42,Boomer,Lithuania
60878,Arbor Creek,9,32,Center Junction,Kenya
60879,Spath,5,25,Grapevine,Indonesia
60880,Park Mill,8,5,Desert,Oman
60881,Gib,7,16,Point Dume,Barbados
60882,Greenboro,6,47,Richmond,Estonia
60883,Beachplum,1,23,Warrenton,Tonga
60884,Buttaro,10,27,Breckinridge Center,Senegal
60885,Quince Tree,5,37,Green Tree,Iceland
60886,Woomera,5,49,Lakeport,Fiji
60887,Killeen,5,27,Carson City,Comoros
60888,Singles Ridge,4,46,Nehawka,Egypt
60889,Drain,3,1,Kenesaw,Djibouti
60890,Levenshulme,7,3,Brock,Madagascar
60891,Adorn,1,47,Marlow,Burkina
60892,Joerganson,8,28,Conklin,Solomon Islands
60893,Severn Side Farm,4,3,Ivan,Cambodia
60894,Seneca Farm,6,3,Salt Wells,Switzerland
60895,Roscow,2,6,Steptoe,Czech Republic
60896,Winco,5,4,Flat Lick,Guinea
60897,S Dunmoor,2,7,Seneca Falls,Montenegro
60898,Narland,10,42,McCoy,South Sudan
60899,Kalaui,8,34,Morro Bay,Bolivia
60900,Glenby,2,11,Catano,Botswana
60901,Minneola,10,39,Egg Harbor,Congo
60902,Lapland,4,42,Coalgate,Peru
60903,N Jerome,1,20,San Marino,Honduras
60904,Birchgrove,6,11,Dollar,Indonesia
60905,Dewitt,7,44,Archie,Indonesia
60906,Southeast Cedar Ridge,1,47,Bally,Algeria
60907,S Columbine,1,37,Moro,Croatia
60908,Bunker Woods,7,9,Saint Anne,Iran
60909,Shantock,6,18,Pescadero,Qatar
60910,Mosman,7,46,Springs,Zimbabwe
60911,Cowdry,9,15,King City,Lebanon
60912,Cumberbach,5,19,Meyers Lake,Niger
60913,Veery,5,16,Green Lane,Honduras
60914,Woolpert,1,35,Manifold,Jordan
60915,Meeting House Hill,9,4,Blackshear,Nepal
60916,Bosely,9,10,Redondo,East Timor
60917,Albrecht,3,12,Lees Summit,Bangladesh
60918,New Monmouth,1,45,Georgiana,Honduras
60919,S Luella,4,9,Pascola,Mali
60920,Mount Hebron,10,29,Pine Bluffs,Zimbabwe
60921,Lagunita,10,42,Lovejoy,Benin
60922,Birkenhead,3,50,Duster,Somalia
60923,Ryersh,4,6,La Parguera,New Zealand
60924,Blue Ledge,9,48,Polo,Finland
60925,Foothills,1,23,Feather Falls,Guinea-Bissau
60926,Ulatis,8,3,Holt,Norway
60927,Hitchin,9,49,Winside,Laos
60928,N Quebec,9,50,Surfside,Serbia
60929,Charter Oak,4,16,Weirsdale,Dominican Republic
60930,Lewis Point,10,22,Osierfield,Norway
60931,Old Parkbury,5,18,Escatawpa,Panama
60932,Mill Springs,10,9,Mojave,Iran
60933,Zenia,8,31,Murfreesboro,Mozambique
60934,Kellicar,10,42,Rolling Prairie,Austria
60935,Maria,8,28,Shrewsbury,Portugal
60936,Post Office,4,28,South Lake,Albania
60937,N Chapel Hill,2,46,Lehighton,Kazakhstan
60938,Pradel,10,12,Binger,Italy
60939,Castledown,4,37,Bellair,Mongolia
60940,Warmlake,1,7,Annona,Iraq
60941,Longville,10,14,Slayton,Zimbabwe
60942,Munnumba,2,47,Sandstone,Dominican Republic
60943,Hagaman,7,6,Coady,El Salvador
60944,Burnsville,4,43,Zwolle,Peru
60945,Budleigh,9,34,Palos Park,Latvia
60946,Chelverton,1,14,Roby,East Timor
60947,Lavern,7,23,Winkelman,Croatia
60948,W Wilson,3,50,Southfields,St Kitts & Nevis
60949,Callabone,5,8,Glenn Heights,Niger
60950,Tiree,10,3,Marquette,Mali
60951,Cock Green,5,5,Walterville,Russian Federation
60952,Eastwoods,5,26,Felda,Tunisia
60953,Elk Point,8,50,Lenox,Montenegro
60954,Nanna,10,9,South Ogden,Mongolia
60955,Blue Mill,2,17,Urbancrest,Tonga
60956,King George IV,9,1,Gilchrist,Lithuania
60957,Park Corner,6,46,Unity,Iraq
60958,Berens,3,50,Carencro,Sierra Leone
60959,Garces,2,42,Belgrade,United Kingdom
60960,Putteridge,8,30,Yarbo,St Kitts & Nevis
60961,Curley,8,29,Montreat,Uzbekistan
60962,St Patricks,1,23,Noorvik,Sao Tome & Principe
60963,Guisto,2,40,Merrydale,Congo {Democratic Rep}
60964,New Row,7,3,Villard,Monaco
60965,Huntington Estates,5,21,Parmele,Oman
60966,Yantacaw Brook,7,35,Grant City,Singapore
60967,Poate,2,2,Byng,Vatican City
60968,Watsonia,10,30,Weatogue,Samoa
60969,Colts Brook,10,36,Lake Lorraine,Congo {Democratic Rep}
60970,S Richards,2,44,Brady Lake,Argentina
60971,Deernolm,5,16,Akiachak,Netherlands
60972,Balentine,8,28,Grosse Pointe Woods,Nepal
60973,Pilgrimage,2,21,Edinburgh,Colombia
60974,Northwood,1,18,Kinnear,Spain
60975,Wacota,3,32,North Fond du Lac,Tajikistan
60976,Hadrian,4,38,Brownfields,Kiribati
60977,Lonesome,1,24,River Hills,Lebanon
60978,Bretmoor,9,23,Verdigre,Monaco
60979,Bernard Cassidy,5,49,Gowrie,Grenada
60980,Warley Hall,1,35,Rising City,South Africa
60981,Bradyll,5,36,Tomkins Cove,Niger
60982,Kristmont,3,40,Loyalton,Togo
60983,S Gratten,8,23,Bowdon,Tuvalu
60984,Old Litten,9,36,Union Springs,South Sudan
